Latitude,Longitude,Seismic_Zone,Seismic_Zone_Reason,Green_Building_Suggestion,Green_Building_Reason
36.66642899784288,80.4109033556767,Zone 4,Severe damage risk,Green Roofs,Reduces urban heat and improves insulation.
33.866791037899944,78.0035849889492,Zone 2,Low damage risk,Solar Panels,Utilizes renewable energy to reduce carbon footprint.
12.00409031345517,69.7358875326966,Zone 4,Severe damage risk,Sustainable Materials,"Using bamboo, recycled wood, and other eco-friendly materials."
9.690663496351135,88.81463456498518,Zone 2,Low damage risk,Natural Ventilation,Reduces the need for artificial cooling and improves air quality.
29.842385830781648,82.35414792377036,Zone 5,Very severe damage risk,Natural Ventilation,Reduces the need for artificial cooling and improves air quality.
33.28685479384609,96.23259529564405,Zone 4,Severe damage risk,Solar Panels,Utilizes renewable energy to reduce carbon footprint.
15.15785453333363,88.5329163089244,Zone 2,Low damage risk,Green Roofs,Reduces urban heat and improves insulation.
13.255934664784185,90.84689761545748,Zone 5,Very severe damage risk,Natural Ventilation,Reduces the need for artificial cooling and improves air quality.
10.263537542706732,85.64148554268812,Zone 3,Moderate damage risk,Sustainable Materials,"Using bamboo, recycled wood, and other eco-friendly materials."
23.235711209521938,73.56156446234087,Zone 5,Very severe damage risk,Rainwater Harvesting,Helps in water conservation and reduces dependence on groundwater.
28.09713692512494,91.19369256194047,Zone 3,Moderate damage risk,Solar Panels,Utilizes renewable energy to reduce carbon footprint.
25.62564465823592,90.90543296955703,Zone 5,Very severe damage risk,Rainwater Harvesting,Helps in water conservation and reduces dependence on groundwater.
14.127205690543136,93.3385332746278,Zone 3,Moderate damage risk,Sustainable Materials,"Using bamboo, recycled wood, and other eco-friendly materials."
16.237095544092636,79.18555148190516,Zone 5,Very severe damage risk,Wastewater Recycling,Minimizes water wastage and promotes sustainability.
17.38990521436245,73.46762027524545,Zone 4,Severe damage risk,Wastewater Recycling,Minimizes water wastage and promotes sustainability.
10.005083367794661,74.45797629347139,Zone 3,Moderate damage risk,Rainwater Harvesting,Helps in water conservation and reduces dependence on groundwater.
27.46817861002728,73.85277393822675,Zone 4,Severe damage risk,Energy-efficient Lighting,Uses LED lights to reduce energy consumption.
31.160504971556616,68.33371443757017,Zone 4,Severe damage risk,Wastewater Recycling,Minimizes water wastage and promotes sustainability.
35.85247033590721,74.40615617642025,Zone 4,Severe damage risk,Natural Ventilation,Reduces the need for artificial cooling and improves air quality.
31.926123917397497,86.62666812109154,Zone 5,Very severe damage risk,Energy-efficient Lighting,Uses LED lights to reduce energy consumption.
21.46137830115284,92.35339355563022,Zone 2,Low damage risk,Natural Ventilation,Reduces the need for artificial cooling and improves air quality.
15.729864025879225,81.93060070456727,Zone 3,Moderate damage risk,Green Roofs,Reduces urban heat and improves insulation.
30.087498376915118,90.08529721528436,Zone 5,Very severe damage risk,Solar Panels,Utilizes renewable energy to reduce carbon footprint.
28.56273435384496,72.39365690023692,Zone 4,Severe damage risk,Green Roofs,Reduces urban heat and improves insulation.
32.135509670389055,69.43356789137674,Zone 4,Severe damage risk,Wastewater Recycling,Minimizes water wastage and promotes sustainability.
14.819200278726528,77.30958198852554,Zone 4,Severe damage risk,Green Roofs,Reduces urban heat and improves insulation.
15.199199434624266,93.61620206743615,Zone 3,Moderate damage risk,Sustainable Materials,"Using bamboo, recycled wood, and other eco-friendly materials."
18.35142925229463,81.60713700889687,Zone 5,Very severe damage risk,Sustainable Materials,"Using bamboo, recycled wood, and other eco-friendly materials."
34.474523657105905,71.11446430580395,Zone 4,Severe damage risk,Rainwater Harvesting,Helps in water conservation and reduces dependence on groundwater.
30.116765633954067,75.6682402254646,Zone 5,Very severe damage risk,Green Roofs,Reduces urban heat and improves insulation.
21.811630347802556,85.33908145746736,Zone 2,Low damage risk,Natural Ventilation,Reduces the need for artificial cooling and improves air quality.
29.743808369928484,92.25749887551807,Zone 5,Very severe damage risk,Energy-efficient Lighting,Uses LED lights to reduce energy consumption.
19.743635993229937,74.33169809479713,Zone 5,Very severe damage risk,Solar Panels,Utilizes renewable energy to reduce carbon footprint.
18.947577882199212,78.47840935451312,Zone 5,Very severe damage risk,Sustainable Materials,"Using bamboo, recycled wood, and other eco-friendly materials."
23.670476302336596,74.67672077988705,Zone 4,Severe damage risk,Natural Ventilation,Reduces the need for artificial cooling and improves air quality.
19.490282109922422,70.30780038091429,Zone 5,Very severe damage risk,Sustainable Materials,"Using bamboo, recycled wood, and other eco-friendly materials."
9.88093885263284,94.09744696769606,Zone 2,Low damage risk,Green Roofs,Reduces urban heat and improves insulation.
20.46399400235239,77.65384214670189,Zone 5,Very severe damage risk,Natural Ventilation,Reduces the need for artificial cooling and improves air quality.
11.985032106760979,87.24454531037381,Zone 2,Low damage risk,Green Roofs,Reduces urban heat and improves insulation.
35.6150483890678,94.6149865008768,Zone 4,Severe damage risk,Sustainable Materials,"Using bamboo, recycled wood, and other eco-friendly materials."
33.047744797032045,76.72228424414902,Zone 4,Severe damage risk,Wastewater Recycling,Minimizes water wastage and promotes sustainability.
35.09091213417952,69.34609145825627,Zone 5,Very severe damage risk,Energy-efficient Lighting,Uses LED lights to reduce energy consumption.
23.801225952250785,85.68498694279228,Zone 3,Moderate damage risk,Green Roofs,Reduces urban heat and improves insulation.
15.144312922371375,89.44047408647404,Zone 3,Moderate damage risk,Energy-efficient Lighting,Uses LED lights to reduce energy consumption.
15.403640412225169,79.27962654213654,Zone 2,Low damage risk,Solar Panels,Utilizes renewable energy to reduce carbon footprint.
14.769453534687917,92.5285187317908,Zone 2,Low damage risk,Rainwater Harvesting,Helps in water conservation and reduces dependence on groundwater.
23.982442451938077,76.43558142287995,Zone 4,Severe damage risk,Green Roofs,Reduces urban heat and improves insulation.
26.41210902234206,89.09065639922369,Zone 3,Moderate damage risk,Natural Ventilation,Reduces the need for artificial cooling and improves air quality.
15.208773053312239,73.737933138681,Zone 4,Severe damage risk,Sustainable Materials,"Using bamboo, recycled wood, and other eco-friendly materials."
23.356252281114585,95.64977639660445,Zone 2,Low damage risk,Rainwater Harvesting,Helps in water conservation and reduces dependence on groundwater.
16.231562404942927,89.16361438161074,Zone 2,Low damage risk,Rainwater Harvesting,Helps in water conservation and reduces dependence on groundwater.
18.602902520237283,77.15941844056749,Zone 3,Moderate damage risk,Rainwater Harvesting,Helps in water conservation and reduces dependence on groundwater.
13.79857724682843,83.05947424099196,Zone 3,Moderate damage risk,Natural Ventilation,Reduces the need for artificial cooling and improves air quality.
35.37080886172113,72.17271015055192,Zone 4,Severe damage risk,Sustainable Materials,"Using bamboo, recycled wood, and other eco-friendly materials."
30.584171412090367,77.83902918116053,Zone 2,Low damage risk,Wastewater Recycling,Minimizes water wastage and promotes sustainability.
22.00839463953124,93.4175414749385,Zone 4,Severe damage risk,Green Roofs,Reduces urban heat and improves insulation.
12.063206081929188,94.4837408508121,Zone 5,Very severe damage risk,Green Roofs,Reduces urban heat and improves insulation.
22.15070558589989,83.26409198447345,Zone 3,Moderate damage risk,Natural Ventilation,Reduces the need for artificial cooling and improves air quality.
9.7848204667266,86.64337957638779,Zone 3,Moderate damage risk,Energy-efficient Lighting,Uses LED lights to reduce energy consumption.
29.944836396992734,71.57324634761963,Zone 3,Moderate damage risk,Rainwater Harvesting,Helps in water conservation and reduces dependence on groundwater.
32.045031863320816,94.3449827310985,Zone 4,Severe damage risk,Energy-efficient Lighting,Uses LED lights to reduce energy consumption.
35.48585064695736,81.94164722231993,Zone 5,Very severe damage risk,Natural Ventilation,Reduces the need for artificial cooling and improves air quality.
36.46749322476661,79.66818200609599,Zone 2,Low damage risk,Solar Panels,Utilizes renewable energy to reduce carbon footprint.
26.772218303692085,70.16383307975835,Zone 4,Severe damage risk,Sustainable Materials,"Using bamboo, recycled wood, and other eco-friendly materials."
25.41158222542502,96.37611557367214,Zone 4,Severe damage risk,Sustainable Materials,"Using bamboo, recycled wood, and other eco-friendly materials."
23.84579738394919,96.23792085691272,Zone 4,Severe damage risk,Rainwater Harvesting,Helps in water conservation and reduces dependence on groundwater.
24.220851279000268,85.73036340719825,Zone 5,Very severe damage risk,Green Roofs,Reduces urban heat and improves insulation.
24.699795250834583,83.07321677759859,Zone 3,Moderate damage risk,Solar Panels,Utilizes renewable energy to reduce carbon footprint.
8.636850364569925,75.18162359727138,Zone 4,Severe damage risk,Energy-efficient Lighting,Uses LED lights to reduce energy consumption.
36.74778857727527,94.30609528667979,Zone 5,Very severe damage risk,Green Roofs,Reduces urban heat and improves insulation.
30.476513521738507,96.3625795963794,Zone 4,Severe damage risk,Wastewater Recycling,Minimizes water wastage and promotes sustainability.
29.83389753810828,79.10582985676223,Zone 5,Very severe damage risk,Rainwater Harvesting,Helps in water conservation and reduces dependence on groundwater.
15.411943279457873,69.2677681438326,Zone 4,Severe damage risk,Wastewater Recycling,Minimizes water wastage and promotes sustainability.
9.335589302387467,94.5722123559152,Zone 5,Very severe damage risk,Natural Ventilation,Reduces the need for artificial cooling and improves air quality.
9.896203396104639,89.66195991893287,Zone 3,Moderate damage risk,Energy-efficient Lighting,Uses LED lights to reduce energy consumption.
35.97448244406475,78.52632523389438,Zone 2,Low damage risk,Natural Ventilation,Reduces the need for artificial cooling and improves air quality.
36.16723483207456,76.15137273970771,Zone 4,Severe damage risk,Rainwater Harvesting,Helps in water conservation and reduces dependence on groundwater.
25.46965393580512,75.09224222061076,Zone 4,Severe damage risk,Energy-efficient Lighting,Uses LED lights to reduce energy consumption.
26.373881548556206,77.37945504164188,Zone 5,Very severe damage risk,Energy-efficient Lighting,Uses LED lights to reduce energy consumption.
35.24409219413555,82.777716741831,Zone 2,Low damage risk,Sustainable Materials,"Using bamboo, recycled wood, and other eco-friendly materials."
9.021872506326568,90.48081637058984,Zone 2,Low damage risk,Green Roofs,Reduces urban heat and improves insulation.
29.377157903435563,75.41491255583738,Zone 2,Low damage risk,Natural Ventilation,Reduces the need for artificial cooling and improves air quality.
34.072648903885664,85.33113223935598,Zone 2,Low damage risk,Green Roofs,Reduces urban heat and improves insulation.
18.47688773183888,88.73031118621867,Zone 3,Moderate damage risk,Sustainable Materials,"Using bamboo, recycled wood, and other eco-friendly materials."
29.77875586333088,92.02884685561546,Zone 3,Moderate damage risk,Green Roofs,Reduces urban heat and improves insulation.
29.656416096983097,74.12646399954882,Zone 3,Moderate damage risk,Natural Ventilation,Reduces the need for artificial cooling and improves air quality.
29.612688324600125,77.11962717812756,Zone 5,Very severe damage risk,Sustainable Materials,"Using bamboo, recycled wood, and other eco-friendly materials."
14.899978107355757,68.42634504476597,Zone 3,Moderate damage risk,Rainwater Harvesting,Helps in water conservation and reduces dependence on groundwater.
14.442540092835142,83.94706452148446,Zone 3,Moderate damage risk,Wastewater Recycling,Minimizes water wastage and promotes sustainability.
33.34624643466066,93.1205737902068,Zone 4,Severe damage risk,Natural Ventilation,Reduces the need for artificial cooling and improves air quality.
14.430662899947118,85.28256021767818,Zone 3,Moderate damage risk,Wastewater Recycling,Minimizes water wastage and promotes sustainability.
8.176814974725293,92.45956218352222,Zone 2,Low damage risk,Rainwater Harvesting,Helps in water conservation and reduces dependence on groundwater.
9.039630215016535,86.7090465939768,Zone 3,Moderate damage risk,Natural Ventilation,Reduces the need for artificial cooling and improves air quality.
8.811449142669849,77.01296532378966,Zone 2,Low damage risk,Solar Panels,Utilizes renewable energy to reduce carbon footprint.
21.29725704530805,70.88003098990845,Zone 4,Severe damage risk,Green Roofs,Reduces urban heat and improves insulation.
29.368020495851134,77.71256079635243,Zone 5,Very severe damage risk,Solar Panels,Utilizes renewable energy to reduce carbon footprint.
9.698892238219829,70.02531156365254,Zone 5,Very severe damage risk,Natural Ventilation,Reduces the need for artificial cooling and improves air quality.
11.536826597461712,89.6161733895717,Zone 5,Very severe damage risk,Solar Panels,Utilizes renewable energy to reduce carbon footprint.
18.377536664030785,81.15214386422258,Zone 5,Very severe damage risk,Solar Panels,Utilizes renewable energy to reduce carbon footprint.
31.236100465165944,82.88592663185169,Zone 5,Very severe damage risk,Energy-efficient Lighting,Uses LED lights to reduce energy consumption.
11.641184259669721,88.78083147883176,Zone 5,Very severe damage risk,Green Roofs,Reduces urban heat and improves insulation.
21.8965664839853,81.814194500929,Zone 4,Severe damage risk,Green Roofs,Reduces urban heat and improves insulation.
30.895518984773823,89.10869496173254,Zone 4,Severe damage risk,Green Roofs,Reduces urban heat and improves insulation.
29.699441643837215,79.17287923038649,Zone 3,Moderate damage risk,Energy-efficient Lighting,Uses LED lights to reduce energy consumption.
24.216936695147453,86.18017521222687,Zone 5,Very severe damage risk,Solar Panels,Utilizes renewable energy to reduce carbon footprint.
13.311795659937756,96.80494878302312,Zone 2,Low damage risk,Natural Ventilation,Reduces the need for artificial cooling and improves air quality.
18.191244786075096,89.2982283081051,Zone 5,Very severe damage risk,Rainwater Harvesting,Helps in water conservation and reduces dependence on groundwater.
17.430239298068223,77.78861337701213,Zone 4,Severe damage risk,Green Roofs,Reduces urban heat and improves insulation.
14.333188067291015,80.31911364889957,Zone 3,Moderate damage risk,Energy-efficient Lighting,Uses LED lights to reduce energy consumption.
30.958317701561814,96.03777181792321,Zone 2,Low damage risk,Wastewater Recycling,Minimizes water wastage and promotes sustainability.
33.454925947321776,68.3325565705661,Zone 2,Low damage risk,Green Roofs,Reduces urban heat and improves insulation.
16.374389112541657,80.55627030127185,Zone 4,Severe damage risk,Rainwater Harvesting,Helps in water conservation and reduces dependence on groundwater.
11.664034373567269,84.61858122624636,Zone 3,Moderate damage risk,Energy-efficient Lighting,Uses LED lights to reduce energy consumption.
11.203818868580594,92.85077901095583,Zone 3,Moderate damage risk,Green Roofs,Reduces urban heat and improves insulation.
22.913505579269867,71.75768491753917,Zone 4,Severe damage risk,Wastewater Recycling,Minimizes water wastage and promotes sustainability.
31.735789975583355,71.60919919449323,Zone 5,Very severe damage risk,Rainwater Harvesting,Helps in water conservation and reduces dependence on groundwater.
11.592243875773846,72.65840941408084,Zone 2,Low damage risk,Wastewater Recycling,Minimizes water wastage and promotes sustainability.
24.786058376617934,87.60760587561737,Zone 5,Very severe damage risk,Solar Panels,Utilizes renewable energy to reduce carbon footprint.
13.839092780316186,72.33197145773315,Zone 5,Very severe damage risk,Energy-efficient Lighting,Uses LED lights to reduce energy consumption.
28.176778602977702,84.56226259338898,Zone 2,Low damage risk,Solar Panels,Utilizes renewable energy to reduce carbon footprint.
20.038045680055063,86.528732168635,Zone 5,Very severe damage risk,Solar Panels,Utilizes renewable energy to reduce carbon footprint.
24.113029930171415,85.34386293764031,Zone 5,Very severe damage risk,Natural Ventilation,Reduces the need for artificial cooling and improves air quality.
11.209869340212341,91.29276452904972,Zone 4,Severe damage risk,Energy-efficient Lighting,Uses LED lights to reduce energy consumption.
33.71815522444503,69.95106242781029,Zone 5,Very severe damage risk,Green Roofs,Reduces urban heat and improves insulation.
27.36251465597437,79.6158715546979,Zone 3,Moderate damage risk,Energy-efficient Lighting,Uses LED lights to reduce energy consumption.
13.834489206671398,86.56219325713695,Zone 2,Low damage risk,Rainwater Harvesting,Helps in water conservation and reduces dependence on groundwater.
24.103345481611,77.69341410728296,Zone 3,Moderate damage risk,Sustainable Materials,"Using bamboo, recycled wood, and other eco-friendly materials."
13.429739306824501,76.85391956884362,Zone 4,Severe damage risk,Wastewater Recycling,Minimizes water wastage and promotes sustainability.
35.17554221137925,79.55174192017414,Zone 2,Low damage risk,Natural Ventilation,Reduces the need for artificial cooling and improves air quality.
34.160727749018406,72.39957839344046,Zone 2,Low damage risk,Green Roofs,Reduces urban heat and improves insulation.
32.064320431793,68.03981769535127,Zone 4,Severe damage risk,Energy-efficient Lighting,Uses LED lights to reduce energy consumption.
22.370464732915387,92.94277317851176,Zone 4,Severe damage risk,Rainwater Harvesting,Helps in water conservation and reduces dependence on groundwater.
8.422724783944336,73.6633509364955,Zone 2,Low damage risk,Solar Panels,Utilizes renewable energy to reduce carbon footprint.
25.15414814794913,80.94296023272445,Zone 3,Moderate damage risk,Sustainable Materials,"Using bamboo, recycled wood, and other eco-friendly materials."
9.795400573385411,70.35264487873235,Zone 3,Moderate damage risk,Green Roofs,Reduces urban heat and improves insulation.
11.020867110249148,88.88310748314964,Zone 5,Very severe damage risk,Energy-efficient Lighting,Uses LED lights to reduce energy consumption.
17.553254162438822,69.28677514355277,Zone 4,Severe damage risk,Sustainable Materials,"Using bamboo, recycled wood, and other eco-friendly materials."
17.27773138310703,79.67767481801278,Zone 2,Low damage risk,Green Roofs,Reduces urban heat and improves insulation.
12.598566460299047,71.15847320529073,Zone 3,Moderate damage risk,Solar Panels,Utilizes renewable energy to reduce carbon footprint.
26.17307778661081,72.28041125125438,Zone 5,Very severe damage risk,Natural Ventilation,Reduces the need for artificial cooling and improves air quality.
8.40154385521778,80.24484255388015,Zone 4,Severe damage risk,Natural Ventilation,Reduces the need for artificial cooling and improves air quality.
15.790174940070969,72.33904911799848,Zone 3,Moderate damage risk,Energy-efficient Lighting,Uses LED lights to reduce energy consumption.
26.316240755547337,86.41662937541797,Zone 2,Low damage risk,Rainwater Harvesting,Helps in water conservation and reduces dependence on groundwater.
25.43453457117074,72.05863860824863,Zone 3,Moderate damage risk,Energy-efficient Lighting,Uses LED lights to reduce energy consumption.
12.821605047339393,81.41585578538127,Zone 5,Very severe damage risk,Energy-efficient Lighting,Uses LED lights to reduce energy consumption.
26.430310556613982,88.19074996383846,Zone 4,Severe damage risk,Energy-efficient Lighting,Uses LED lights to reduce energy consumption.
30.172899257477965,69.13295669086483,Zone 3,Moderate damage risk,Rainwater Harvesting,Helps in water conservation and reduces dependence on groundwater.
36.145552077433855,80.09099835930164,Zone 5,Very severe damage risk,Sustainable Materials,"Using bamboo, recycled wood, and other eco-friendly materials."
24.890142504588624,78.93980010629315,Zone 2,Low damage risk,Wastewater Recycling,Minimizes water wastage and promotes sustainability.
29.971126838356167,70.09474939553168,Zone 4,Severe damage risk,Energy-efficient Lighting,Uses LED lights to reduce energy consumption.
8.526310265732016,73.72373046304764,Zone 2,Low damage risk,Rainwater Harvesting,Helps in water conservation and reduces dependence on groundwater.
27.91687308831547,74.95702324696141,Zone 4,Severe damage risk,Green Roofs,Reduces urban heat and improves insulation.
36.97569824514099,85.36203957864508,Zone 4,Severe damage risk,Wastewater Recycling,Minimizes water wastage and promotes sustainability.
14.13788693024036,83.87150006891414,Zone 4,Severe damage risk,Wastewater Recycling,Minimizes water wastage and promotes sustainability.
13.080980259857112,75.76424136299961,Zone 4,Severe damage risk,Energy-efficient Lighting,Uses LED lights to reduce energy consumption.
36.48934560751402,85.10656968911493,Zone 2,Low damage risk,Wastewater Recycling,Minimizes water wastage and promotes sustainability.
12.002616030329769,72.07041087093837,Zone 4,Severe damage risk,Sustainable Materials,"Using bamboo, recycled wood, and other eco-friendly materials."
16.861851375055775,95.49689924010993,Zone 2,Low damage risk,Energy-efficient Lighting,Uses LED lights to reduce energy consumption.
14.627623790295711,75.61987682373517,Zone 3,Moderate damage risk,Energy-efficient Lighting,Uses LED lights to reduce energy consumption.
19.13092487897181,71.57956130489447,Zone 5,Very severe damage risk,Sustainable Materials,"Using bamboo, recycled wood, and other eco-friendly materials."
26.33429201642293,83.42385473184332,Zone 2,Low damage risk,Green Roofs,Reduces urban heat and improves insulation.
32.775871544853004,96.93707805796895,Zone 2,Low damage risk,Green Roofs,Reduces urban heat and improves insulation.
31.50902673603608,85.35876373817939,Zone 4,Severe damage risk,Natural Ventilation,Reduces the need for artificial cooling and improves air quality.
26.01845088161528,86.82578839221937,Zone 4,Severe damage risk,Green Roofs,Reduces urban heat and improves insulation.
17.567318376407723,78.55153280111264,Zone 4,Severe damage risk,Natural Ventilation,Reduces the need for artificial cooling and improves air quality.
20.890186183162726,89.35696880036855,Zone 3,Moderate damage risk,Energy-efficient Lighting,Uses LED lights to reduce energy consumption.
20.970368096289924,90.75738347299423,Zone 4,Severe damage risk,Energy-efficient Lighting,Uses LED lights to reduce energy consumption.
13.027277978423253,85.57787231945524,Zone 5,Very severe damage risk,Wastewater Recycling,Minimizes water wastage and promotes sustainability.
35.812451520501526,71.1324217370759,Zone 5,Very severe damage risk,Wastewater Recycling,Minimizes water wastage and promotes sustainability.
15.735248288530277,69.93430183763245,Zone 3,Moderate damage risk,Wastewater Recycling,Minimizes water wastage and promotes sustainability.
8.411071887349964,69.64204870905124,Zone 4,Severe damage risk,Wastewater Recycling,Minimizes water wastage and promotes sustainability.
35.76876955486762,83.78949894125132,Zone 5,Very severe damage risk,Solar Panels,Utilizes renewable energy to reduce carbon footprint.
21.95318885636701,91.52455187113085,Zone 2,Low damage risk,Green Roofs,Reduces urban heat and improves insulation.
14.086271234718776,89.0359455662628,Zone 3,Moderate damage risk,Sustainable Materials,"Using bamboo, recycled wood, and other eco-friendly materials."
13.100389341188011,91.68879252102717,Zone 5,Very severe damage risk,Wastewater Recycling,Minimizes water wastage and promotes sustainability.
